ticker,fiscal_year,accession,drift_score,n_new,n_modified,n_removed,n_total_risks,removal_rate,new_rate,modified_rate,theme_supply_chain,theme_supply_chain_count,theme_cybersecurity,theme_cybersecurity_count,theme_regulatory,theme_regulatory_count,theme_litigation,theme_litigation_count,theme_macro,theme_macro_count,theme_talent,theme_talent_count,theme_climate,theme_climate_count,theme_concentration,theme_concentration_count,theme_liquidity,theme_liquidity_count,theme_ai_technology,theme_ai_technology_count,cash_and_equivalents,eps_basic,eps_diluted,net_income,operating_cash_flow,operating_income,revenue,rnd_expense,stockholders_equity,total_assets,total_liabilities,net_margin,operating_margin,leverage,roe,asset_turnover,cash_ratio,rnd_intensity,filing_date,period_of_report,reporting_lag_days,fwd_return,market_return,excess_return
CAT,2021,0000018230-22-000050,0.0833,2,3,6,60,0.1,0.03333333333333333,0.05,0.4,2,0.0,0,0.2,1,0.4,2,0.2,1,0.4,2,0.4,2,0.0,0,0.0,0,0.0,0,9254000000.0,11.93,11.83,6493000000.0,7198000000.0,6878000000.0,50971000000.0,1686000000.0,16516000000.0,82793000000.0,66277000000.0,0.12738616075807813,0.13493947538796572,0.8005145362530649,0.39313393073383385,0.6156438346237001,0.11177273440991388,0.03307763237919601,2022-02-16,2021-12-31,47,0.05142381143767346,-0.08287373345865301,0.13429754489632648
CAT,2022,0000018230-23-000011,0.1429,0,8,11,56,0.19642857142857142,0.0,0.14285714285714285,0.25,2,0.125,1,0.125,1,0.0,0,0.75,6,0.0,0,0.0,0,0.0,0,0.375,3,0.0,0,7004000000.0,12.72,12.64,6704000000.0,7766000000.0,7904000000.0,59427000000.0,1814000000.0,15891000000.0,81943000000.0,66052000000.0,0.1128106752822791,0.13300351691991855,0.8060725138205826,0.4218740167390347,0.7252236310606153,0.08547404903408466,0.030524845608898312,2023-02-15,2022-12-31,46,-0.16234546998069666,-0.005227925638884955,-0.1571175443418117
CAT,2023,0000018230-24-000009,0.0727,0,4,4,55,0.07272727272727272,0.0,0.07272727272727272,0.25,1,0.0,0,0.25,1,0.0,0,0.75,3,0.25,1,0.0,0,0.0,0,0.75,3,0.0,0,6978000000.0,20.24,20.12,10332000000.0,12885000000.0,12966000000.0,67060000000.0,2108000000.0,19503000000.0,87476000000.0,67973000000.0,0.15407098121085594,0.19334923948702654,0.7770474187205634,0.5297646515920628,0.7666102702455531,0.07977045132379167,0.03143453623620638,2024-02-16,2023-12-31,47,0.09346844795809316,0.061705611482319817,0.03176283647577334
CAT,2024,0000018230-25-000008,0.037,0,2,2,54,0.037037037037037035,0.0,0.037037037037037035,0.0,0,0.0,0,0.5,1,0.0,0,1.0,2,0.0,0,0.0,0,0.0,0,0.5,1,0.0,0,6889000000.0,22.17,22.05,10788000000.0,12035000000.0,13072000000.0,64809000000.0,2107000000.0,19494000000.0,87764000000.0,68270000000.0,0.1664583622645003,0.20170038111990618,0.7778815915409507,0.5534010464758388,0.7384462877717515,0.078494599152272,0.03251091669366909,2025-02-14,2024-12-31,45,-0.005167152414736273,-0.028643075424589715,0.02347592300985344
COP,2019,0001193125-20-039954,0.5,0,13,13,26,0.5,0.0,0.5,0.07692307692307693,1,0.07692307692307693,1,0.5384615384615384,7,0.07692307692307693,1,0.0,0,0.07692307692307693,1,0.38461538461538464,5,0.0,0,0.07692307692307693,1,0.0,0,5088000000.0,6.43,,7189000000.0,11104000000.0,,32567000000.0,82000000.0,34981000000.0,70514000000.0,35464000000.0,0.2207449258451807,,0.5029355872592677,0.20551156342014237,0.46185154721048305,0.0721558839379414,0.0025178862038259587,2020-02-18,2019-12-31,49,-0.24466547390696888,-0.11877545071048222,-0.12589002319648668
COP,2020,0001562762-21-000027,0.6944,6,19,4,36,0.1111111111111111,0.16666666666666666,0.5277777777777778,0.12,3,0.04,1,0.36,9,0.04,1,0.12,3,0.16,4,0.36,9,0.0,0,0.04,1,0.0,0,2991000000.0,-2.51,,-2701000000.0,4802000000.0,,18784000000.0,75000000.0,29849000000.0,62618000000.0,32769000000.0,-0.14379258943781942,,0.5233159794308346,-0.09048879359442527,0.2999776422115047,0.04776581813536044,0.003992759795570698,2021-02-16,2020-12-31,47,0.2027359961943978,0.06265871232929275,0.14007728386510504
COP,2021,0001562762-22-000031,0.7429,1,25,6,35,0.17142857142857143,0.02857142857142857,0.7142857142857143,0.19230769230769232,5,0.19230769230769232,5,0.46153846153846156,12,0.07692307692307693,2,0.11538461538461539,3,0.19230769230769232,5,0.34615384615384615,9,0.0,0,0.11538461538461539,3,0.0,0,5028000000.0,6.09,6.07,8079000000.0,16996000000.0,,45828000000.0,62000000.0,45406000000.0,90661000000.0,45255000000.0,0.17628960460853627,,0.4991672273634749,0.17792802713297803,0.5054874753201487,0.05545934856222631,0.0013528846993104652,2022-02-17,2021-12-31,48,0.15470298139762037,-0.10063279528814181,0.2553357766857622
COP,2022,0001163165-23-000006,0.7838,0,29,9,37,0.24324324324324326,0.0,0.7837837837837838,0.10344827586206896,3,0.20689655172413793,6,0.4482758620689655,13,0.06896551724137931,2,0.13793103448275862,4,0.10344827586206896,3,0.4827586206896552,14,0.0,0,0.20689655172413793,6,0.0,0,6458000000.0,14.62,14.57,18680000000.0,28314000000.0,,61049000000.0,71000000.0,48003000000.0,93829000000.0,45826000000.0,0.3059837179970188,,0.48839910901746797,0.3891423452700873,0.650641059800275,0.06882733483251446,0.001163000212943701,2023-02-16,2022-12-31,47,-0.06002080178674803,0.020904176598403854,-0.08092497838515189
COP,2023,0001163165-24-000010,0.3056,0,11,8,36,0.2222222222222222,0.0,0.3055555555555556,0.18181818181818182,2,0.2727272727272727,3,0.6363636363636364,7,0.09090909090909091,1,0.2727272727272727,3,0.09090909090909091,1,0.45454545454545453,5,0.0,0,0.36363636363636365,4,0.09090909090909091,1,5635000000.0,9.08,9.06,10957000000.0,19965000000.0,,48522000000.0,81000000.0,49279000000.0,95924000000.0,46645000000.0,0.22581509418408144,,0.4862703807180685,0.22234623267517603,0.5058379550477461,0.05874442266794545,0.0016693458637319154,2024-02-15,2023-12-31,46,0.09430506654409368,0.05859655563256298,0.0357085109115307
COP,2024,0001163165-25-000012,0.375,2,13,5,40,0.125,0.05,0.325,0.0,0,0.0,0,0.6,9,0.0,0,0.06666666666666667,1,0.0,0,0.6,9,0.0,0,0.06666666666666667,1,0.0,0,5607000000.0,7.82,7.81,9245000000.0,20124000000.0,,49418000000.0,81000000.0,64796000000.0,122780000000.0,57984000000.0,0.1870775830668987,,0.47225932562306566,0.14267856040496327,0.40249226258348264,0.045667046750285066,0.001639078878141568,2025-02-18,2024-12-31,49,-0.0643463412547153,-0.024285938070588885,-0.04006040318412642
COST,2019,0000909832-19-000019,0.25,0,9,1,36,0.027777777777777776,0.0,0.25,0.2222222222222222,2,0.3333333333333333,3,0.5555555555555556,5,0.1111111111111111,1,0.2222222222222222,2,0.2222222222222222,2,0.1111111111111111,1,0.0,0,0.0,0,0.0,0,8384000000.0,8.32,8.26,3659000000.0,6356000000.0,4737000000.0,152703000000.0,,15243000000.0,45400000000.0,29816000000.0,0.023961546269555937,0.031021001552032378,0.6567400881057269,0.24004461064094995,3.363502202643172,0.18466960352422906,,2019-10-11,2019-09-01,40,0.008301365056160975,0.10792459172207747,-0.0996232266659165
